Date;Energy Exchange External Grid [kWh];Total Demand [kWh];RES Generation [kWh];Self Consumption total [kWh];Self Consumption RES [kWh];Energy Exchange LEC [kWh];Energy Consumption inflexible Loads [kWh];Energy Consumption Heatpumps [kWh];Energy Consumption EVs [kWh];Energy Brought Storages [kWh];Energy Sold Storages [kWh];Price Spotmarket [Euro/kWh];Profit external grid [Euro];Revenue RES LEC [Euro];Revenue RES External [Euro];Payment to LEC by inflexible Loads [Euro];Payment to Retailer by inflexible Loads [Euro];Payment to LEC by Heatpumps [Euro];Payment to Retailer by Heatpumps [Euro];Payment to LEC by EVs [Euro];Payment to Retailer by EVs [Euro];Payment to Retailer by Storages [Euro];Payment from Retailer to Storages [Euro];Payment to LEC by Storages [Euro];Payment from LEC to Storages [Euro];Total Fees and Levies External [Euro];Total Fees and Levies LEC [Euro];Fees and Levies External inflexible Loads [Euro];Fees and Levies LEC inflexible Loads [Euro];Fees and Levies External Heatpump [Euro];Fees and Levies LEC Heatpump [Euro];Fees and Levies External EV [Euro];Fees and Levies LEC EV [Euro];Fees and Levies External Storage internal [Euro];Fees and Levies LEC Storage internal [Euro];Max. Line Loading [%];Max. Voltage Deviation [p.u.];Transformer Usage [kVA]
01.03.2021 00:00;7.2757;7.2755;0.0;0.0;0.0;0.0;4.3979;2.258;0.6196;0.0;0.0;0.0425;0.072757;0.0;0.0;0.0;0.23099999999999998;0.0;0.1185;0.0;0.0325;0.0;0.0;0.0;0.0;1.1421999999999999;0.0;0.6904999999999999;0.0;0.3544;0.0;0.0973;0.0;0.0;0.0;6.763712353459943;2.499999999999991;29.86244485534411
01.03.2021 00:15;9.1841;9.184099999999999;0.0;0.0;0.0;0.0;4.5579;4.006600000000001;0.6196;0.0;0.0;0.0425;0.091841;0.0;0.0;0.0;0.23929999999999996;0.0;0.2104;0.0;0.0325;0.0;0.0;0.0;0.0;1.442;0.0;0.7157;0.0;0.629;0.0;0.0973;0.0;0.0;0.0;8.58814444497373;2.499999999999991;37.55664149938159
01.03.2021 00:30;7.0858;7.085699999999999;0.0;0.0;0.0;0.0;4.3064;2.1597;0.6196;0.0;0.0;0.0425;0.070858;0.0;0.0;0.0;0.22600000000000003;0.0;0.11330000000000001;0.0;0.0325;0.0;0.0;0.0;0.0;1.1128;0.0;0.6762999999999999;0.0;0.33919999999999995;0.0;0.0973;0.0;0.0;0.0;6.4695139549449445;2.499999999999991;29.091316806913238
01.03.2021 00:45;7.4778;7.477600000000001;0.0;0.0;0.0;0.0;4.5875;2.2705;0.6196;0.0;0.0;0.0425;0.074778;0.0;0.0;0.0;0.24089999999999998;0.0;0.11930000000000002;0.0;0.0325;0.0;0.0;0.0;0.0;1.1739999999999997;0.0;0.7202;0.0;0.3565;0.0;0.0973;0.0;0.0;0.0;7.079559682712476;2.499999999999991;30.697631259078033
01.03.2021 01:00;6.9686;6.9682;0.0;0.0;0.0;0.0;4.1638;2.1774;0.627;0.0;0.0;0.04096;0.069686;0.0;0.0;0.0;0.212;0.0;0.111;0.0;0.0319;0.0;0.0;0.0;0.0;1.0942;0.0;0.6539;0.0;0.3419;0.0;0.0984;0.0;0.0;0.0;6.406156741871828;2.499999999999991;28.606430641769983
01.03.2021 01:15;7.617;7.616899999999999;0.0;0.0;0.0;0.0;4.3649;2.625;0.627;0.0;0.0;0.04096;0.07617;0.0;0.0;0.0;0.2225;0.0;0.1338;0.0;0.0319;0.0;0.0;0.0;0.0;1.1959000000000002;0.0;0.6853;0.0;0.4122;0.0;0.0984;0.0;0.0;0.0;6.483724540816853;2.499999999999991;31.233241759446862
01.03.2021 01:30;6.6976;6.8790000000000004;0.0;0.1814;0.0;0.0;3.6862000000000004;2.5743;0.6185;0.0;0.1814;0.04096;0.06697600000000001;0.0;0.0;0.0;0.1785;0.0;0.13119999999999998;0.0;0.0315;0.0;0.0;0.0;0.0;1.0514999999999999;0.0;0.5502;0.0;0.4042;0.0;0.0971;0.0;0.0;0.0;6.356718206107191;2.499999999999991;27.478722777583307
01.03.2021 01:45;7.0223;7.0222;0.0;0.0;0.0;0.0;4.1232;2.2805;0.6185;0.0;0.0;0.04096;0.07022300000000001;0.0;0.0;0.0;0.2099;0.0;0.1163;0.0;0.0315;0.0;0.0;0.0;0.0;1.1026;0.0;0.6476000000000001;0.0;0.3579;0.0;0.0971;0.0;0.0;0.0;6.46010203162194;2.499999999999991;28.8298249175633
01.03.2021 02:00;6.6607;6.6604;0.0;0.0;0.0;0.0;3.8698999999999995;2.1722;0.6183;0.0;0.0;0.040999999999999995;0.066607;0.0;0.0;0.0;0.19750000000000004;0.0;0.1109;0.0;0.0315;0.0;0.0;0.0;0.0;1.0458999999999998;0.0;0.6076;0.0;0.34119999999999995;0.0;0.0971;0.0;0.0;0.0;5.981148632344019;2.499999999999991;27.35769063990828
01.03.2021 02:15;7.4217;7.4216999999999995;0.0;0.0;0.0;0.0;3.9411000000000005;2.8623000000000003;0.6183;0.0;0.0;0.040999999999999995;0.074217;0.0;0.0;0.0;0.20100000000000004;0.0;0.14579999999999999;0.0;0.0315;0.0;0.0;0.0;0.0;1.1651;0.0;0.6187;0.0;0.44930000000000003;0.0;0.0971;0.0;0.0;0.0;6.018794282265293;2.499999999999991;30.41555606589443
