Date;Energy Exchange External Grid [kWh];Total Demand [kWh];RES Generation [kWh];Self Consumption total [kWh];Self Consumption RES [kWh];Energy Exchange LEC [kWh];Energy Consumption inflexible Loads [kWh];Energy Consumption Heatpumps [kWh];Energy Consumption EVs [kWh];Energy Brought Storages [kWh];Energy Sold Storages [kWh];Price Spotmarket [Euro/kWh];Profit external grid [Euro];Revenue RES LEC [Euro];Revenue RES External [Euro];Payment to LEC by inflexible Loads [Euro];Payment to Retailer by inflexible Loads [Euro];Payment to LEC by Heatpumps [Euro];Payment to Retailer by Heatpumps [Euro];Payment to LEC by EVs [Euro];Payment to Retailer by EVs [Euro];Payment to Retailer by Storages [Euro];Payment from Retailer to Storages [Euro];Payment to LEC by Storages [Euro];Payment from LEC to Storages [Euro];Total Fees and Levies External [Euro];Total Fees and Levies LEC [Euro];Fees and Levies External inflexible Loads [Euro];Fees and Levies LEC inflexible Loads [Euro];Fees and Levies External Heatpump [Euro];Fees and Levies LEC Heatpump [Euro];Fees and Levies External EV [Euro];Fees and Levies LEC EV [Euro];Fees and Levies External Storage internal [Euro];Fees and Levies LEC Storage internal [Euro];Max. Line Loading [%];Max. Voltage Deviation [p.u.];Transformer Usage [kVA]
01.01.2021 00:00;29.2151;31.360199999999992;0.0;1.4295;0.0;0.7153;6.0748999999999995;14.4522;10.8331;0.0;2.1447;0.05087;0.292151;0.0;0.0;0.0068;0.2759;0.021099999999999997;0.8586;0.015799999999999998;0.6435;0.0;0.0;0.0;0.0435;4.5869;0.056400000000000006;0.7119;0.0089;2.2147;0.0272;1.6603;0.020300000000000002;0.0;0.0;24.638029954829086;2.499999999999991;118.80507147793271
01.01.2021 00:15;25.7277;28.23869999999999;0.0;1.4139;0.0;1.0965;8.647699999999999;8.7579;10.8331;0.0;2.5103;0.05087;0.257277;0.0;0.0;0.018000000000000002;0.4222;0.0219;0.5112;0.0273;0.6325000000000001;0.0;0.0;0.0;0.0667;4.0394;0.08589999999999999;1.0894000000000001;0.0231;1.3187;0.027999999999999997;1.6313000000000002;0.0348;0.0;0.0;20.42042253539405;2.499999999999991;104.52434826119267
01.01.2021 00:30;23.2281;26.132899999999996;0.0;1.8591;0.0;1.0455;10.0378;5.2620000000000005;10.8331;0.0;2.9046;0.05087;0.23228100000000002;0.0;0.0;0.0213;0.47650000000000003;0.0138;0.3064;0.0282;0.6309;0.0;0.0;0.0;0.0636;3.6467999999999994;0.082;1.2289;0.027700000000000006;0.7904;0.0176;1.6275;0.036699999999999997;0.0;0.0;18.328140049706086;2.499999999999991;94.31560677958072
01.01.2021 00:45;24.7621;24.762299999999993;0.0;0.0;0.0;0.0;10.033900000000001;3.8952999999999998;10.8331;0.0;0.0;0.05087;0.247621;0.0;0.0;0.0;0.6108;0.0;0.237;0.0;0.6596;0.0;0.0;0.0;0.0;3.8878999999999997;0.0;1.5753000000000001;0.0;0.6115999999999999;0.0;1.701;0.0;0.0;0.0;19.147697664084706;2.499999999999991;100.64629296186297
01.01.2021 01:00;24.8836;24.8839;0.0;0.0;0.0;0.0;10.258099999999999;3.5484;11.077399999999999;0.0;0.0;0.04819;0.248836;0.0;0.0;0.0;0.5969;0.0;0.2066;0.0;0.6444000000000001;0.0;0.0;0.0;0.0;3.9069000000000007;0.0;1.6103999999999998;0.0;0.557;0.0;1.7395;0.0;0.0;0.0;19.640075084971745;2.499999999999991;101.15341933183913
01.01.2021 01:15;23.2743;23.274300000000004;0.0;0.0;0.0;0.0;8.6853;3.5116;11.077399999999999;0.0;0.0;0.04819;0.232743;0.0;0.0;0.0;0.5053000000000001;0.0;0.2044;0.0;0.6444000000000001;0.0;0.0;0.0;0.0;3.6542999999999997;0.0;1.3635;0.0;0.5513;0.0;1.7395;0.0;0.0;0.0;17.900786631143113;2.499999999999991;94.54149291004386
01.01.2021 01:30;22.4461;22.4462;0.0;0.0;0.0;0.0;8.4285;2.9402999999999997;11.077399999999999;0.0;0.0;0.04819;0.22446100000000002;0.0;0.0;0.0;0.49050000000000005;0.0;0.1711;0.0;0.6444000000000001;0.0;0.0;0.0;0.0;3.524500000000001;0.0;1.3233;0.0;0.4617;0.0;1.7395;0.0;0.0;0.0;16.758518538994192;2.499999999999991;91.15797244793566
01.01.2021 01:45;21.9866;21.986700000000003;0.0;0.0;0.0;0.0;8.8584;2.0509;11.077399999999999;0.0;0.0;0.04819;0.219866;0.0;0.0;0.0;0.5156000000000001;0.0;0.1192;0.0;0.6444000000000001;0.0;0.0;0.0;0.0;3.4524000000000004;0.0;1.3907999999999998;0.0;0.3221;0.0;1.7395;0.0;0.0;0.0;16.697164535151447;2.499999999999991;89.28316679782563
01.01.2021 02:00;23.5111;23.510999999999996;0.0;0.0;0.0;0.0;8.3115;3.8021000000000003;11.3974;0.0;0.0;0.04468;0.235111;0.0;0.0;0.0;0.4542999999999999;0.0;0.20790000000000003;0.0;0.623;0.0;0.0;0.0;0.0;3.6915999999999998;0.0;1.3049000000000002;0.0;0.597;0.0;1.7897;0.0;0.0;0.0;16.774095005885314;2.499999999999991;95.50223348587814
01.01.2021 02:15;30.1416;30.1415;0.0;0.0;0.0;0.0;7.4998000000000005;2.4285;11.3974;8.8158;0.0;0.04468;0.301416;0.0;0.0;0.0;0.4103;0.0;0.13269999999999998;0.0;0.623;0.482;0.0;0.0;0.0;4.732600000000001;0.0;1.1775;0.0;0.3813;0.0;1.7897;0.0;1.3841;0.0;28.936725793820134;2.499999999999991;122.63468149961675
01.01.2021 02:30;21.4596;21.4595;0.0;0.0;0.0;0.0;7.3982;2.6639;11.3974;0.0;0.0;0.04468;0.21459599999999998;0.0;0.0;0.0;0.4047;0.0;0.1457;0.0;0.623;0.0;0.0;0.0;0.0;3.369300000000001;0.0;1.1615000000000002;0.0;0.4181;0.0;1.7897;0.0;0.0;0.0;15.550933772937414;2.499999999999991;87.14353515999429
01.01.2021 02:45;22.0228;22.0227;0.0;0.0;0.0;0.0;7.2475;3.3778000000000006;11.3974;0.0;0.0;0.04468;0.220228;0.0;0.0;0.0;0.3963;0.0;0.1847;0.0;0.623;0.0;0.0;0.0;0.0;3.4581;0.0;1.1380000000000001;0.0;0.5304;0.0;1.7897;0.0;0.0;0.0;15.75289747353253;2.499999999999991;89.42555902223002
01.01.2021 03:00;28.9882;28.9883;0.0;0.0;0.0;0.0;6.997300000000001;2.38;11.5584;8.0526;0.0;0.04292;0.289882;0.0;0.0;0.0;0.3703;0.0;0.1259;0.0;0.6117;0.4261;0.0;0.0;0.0;4.5512;0.0;1.0986000000000002;0.0;0.3737;0.0;1.8146;0.0;1.2643;0.0;32.111205798908514;2.499999999999991;118.14587454673303
01.01.2021 03:15;19.985;19.9855;0.0;0.0;0.0;0.0;5.864;2.5631;11.5584;0.0;0.0;0.04292;0.19985;0.0;0.0;0.0;0.3103000000000001;0.0;0.1357;0.0;0.6117;0.0;0.0;0.0;0.0;3.1379000000000006;0.0;0.9208000000000002;0.0;0.40249999999999997;0.0;1.8146;0.0;0.0;0.0;14.618157803019816;2.499999999999991;81.16440532605739
01.01.2021 03:30;19.0009;19.0014;0.0;0.0;0.0;0.0;5.1023000000000005;2.3407;11.5584;0.0;0.0;0.04292;0.190009;0.0;0.0;0.0;0.26990000000000003;0.0;0.124;0.0;0.6117;0.0;0.0;0.0;0.0;2.9830999999999994;0.0;0.8009999999999999;0.0;0.36750000000000005;0.0;1.8146;0.0;0.0;0.0;14.950007663390553;2.499999999999991;77.19150682827217
01.01.2021 03:45;33.0665;33.0668;0.0;0.0;0.0;0.0;4.767;3.5309;11.5584;13.2105;0.0;0.04292;0.330665;0.0;0.0;0.0;0.2522;0.0;0.1868;0.0;0.6117;0.6991;0.0;0.0;0.0;5.1915000000000004;0.0;0.7485;0.0;0.5543;0.0;1.8146;0.0;2.0741;0.0;43.393649442864245;2.499999999999991;134.78322625926253
01.01.2021 04:00;40.697;40.6973;0.0;0.0;0.0;0.0;4.332;2.5497;11.7893;22.0263;0.0;0.040389999999999995;0.40697000000000005;0.0;0.0;0.0;0.21830000000000005;0.0;0.12830000000000003;0.0;0.5939;1.1098999999999999;0.0;0.0;0.0;6.3896000000000015;0.0;0.6801;0.0;0.4003;0.0;1.851;0.0;3.4582;0.0;43.04947190121127;2.499999999999991;166.2506665870072
01.01.2021 04:15;26.937;26.937200000000004;0.0;0.0;0.0;0.0;4.613300000000001;2.482;11.7893;8.0526;0.0;0.040389999999999995;0.26937;0.0;0.0;0.0;0.2326;0.0;0.1251;0.0;0.5939;0.4058;0.0;0.0;0.0;4.229399999999999;0.0;0.7244000000000002;0.0;0.3897;0.0;1.851;0.0;1.2643;0.0;29.68946411740726;2.499999999999991;109.73293775088244
01.01.2021 04:30;18.8892;18.8894;0.0;0.0;0.0;0.0;3.9893;3.1108000000000002;11.7893;0.0;0.0;0.040389999999999995;0.18889199999999998;0.0;0.0;0.0;0.20089999999999997;0.0;0.1567;0.0;0.5939;0.0;0.0;0.0;0.0;2.9654999999999996;0.0;0.6262;0.0;0.48830000000000007;0.0;1.851;0.0;0.0;0.0;15.217082199594783;2.499999999999991;76.79618314886015
01.01.2021 04:45;18.3463;18.3466;0.0;0.0;0.0;0.0;4.5376;2.0197000000000003;11.7893;0.0;0.0;0.040389999999999995;0.183463;0.0;0.0;0.0;0.2284;0.0;0.1017;0.0;0.5939;0.0;0.0;0.0;0.0;2.8804999999999996;0.0;0.7123;0.0;0.31720000000000004;0.0;1.851;0.0;0.0;0.0;14.275347270017283;2.499999999999991;74.57446712855909
01.01.2021 05:00;41.8049;41.8051;0.0;0.0;0.0;0.0;4.5548;3.4173999999999998;11.8066;22.0263;0.0;0.04019999999999999;0.41804900000000006;0.0;0.0;0.0;0.2285;0.0;0.1716;0.0;0.5925;1.1058;0.0;0.0;0.0;6.5634;0.0;0.7152;0.0;0.5365;0.0;1.8535;0.0;3.4582;0.0;43.50327879861523;2.499999999999991;170.84053869479703
01.01.2021 05:15;18.8332;18.833499999999997;0.0;0.0;0.0;0.0;4.5218;2.5051;11.8066;0.0;0.0;0.04019999999999999;0.18833200000000003;0.0;0.0;0.0;0.227;0.0;0.1255;0.0;0.5925;0.0;0.0;0.0;0.0;2.9563;0.0;0.7096000000000001;0.0;0.3932;0.0;1.8535;0.0;0.0;0.0;14.859576713090513;2.499999999999991;76.55433359250516
