Date;Agent ID;Agent Type;SOC [rel];T ind. [C°];Energy Exchange Self-Supply [kWh];Energy Exchange LEC [kWh];Energy Exchange Retailer [kWh];Revenue Energy LEC [€];Revenue Energy Retailer [€];Fees and Levies LEC [€];Fees and Levies Retailer [€]
01.04.2021 00:00;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 00:00;28;BESS;0.11829867486243138;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 00:00;13;inflexible;None;None;0.0;-0.0;0.8358;-0.0;0.0538;-0.0;0.1312
01.04.2021 00:15;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 00:15;28;BESS;0.11829707186989186;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 00:15;13;inflexible;None;None;0.0;-0.0;0.7655;-0.0;0.0493;-0.0;0.1202
01.04.2021 00:30;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 00:30;28;BESS;0.1182954688990735;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 00:30;13;inflexible;None;None;0.0;-0.0;0.793;-0.0;0.0511;-0.0;0.1245
01.04.2021 00:45;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 00:45;28;BESS;0.11829386594997601;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 00:45;13;inflexible;None;None;0.0;-0.0;0.7696;-0.0;0.0495;-0.0;0.1208
01.04.2021 01:00;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 01:00;28;BESS;0.1182922630225991;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 01:00;13;inflexible;None;None;0.0;-0.0;0.7811;-0.0;0.0452;-0.0;0.1226
01.04.2021 01:15;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.04.2021 01:15;28;BESS;0.11829066011694246;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
