Date;Agent ID;Agent Type;SOC [rel];T ind. [C°];Energy Exchange Self-Supply [kWh];Energy Exchange LEC [kWh];Energy Exchange Retailer [kWh];Revenue Energy LEC [€];Revenue Energy Retailer [€];Fees and Levies LEC [€];Fees and Levies Retailer [€]
01.03.2021 00:00;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 00:00;28;BESS;0.109507558589002;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 00:00;13;inflexible;None;None;0.0;-0.0;0.7149;-0.0;0.0375;-0.0;0.1122
01.03.2021 00:15;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 00:15;28;BESS;0.10950607471946885;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 00:15;13;inflexible;None;None;0.0;-0.0;0.8164;-0.0;0.0429;-0.0;0.1282
01.03.2021 00:30;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 00:30;28;BESS;0.10950459087004272;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 00:30;13;inflexible;None;None;0.0;-0.0;0.6562;-0.0;0.0344;-0.0;0.103
01.03.2021 00:45;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 00:45;28;BESS;0.1095031070407233;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 00:45;13;inflexible;None;None;0.0;-0.0;0.7655;-0.0;0.0402;-0.0;0.1202
01.03.2021 01:00;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 01:00;28;BESS;0.10950162323151034;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 01:00;13;inflexible;None;None;0.0;-0.0;0.6249;-0.0;0.0318;-0.0;0.0981
01.03.2021 01:15;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 01:15;28;BESS;0.10950013944240357;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 01:15;13;inflexible;None;None;0.0;-0.0;0.8046;-0.0;0.041;-0.0;0.1263
01.03.2021 01:30;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 01:30;28;BESS;0.10949865567340271;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 01:30;13;inflexible;None;None;0.0;-0.0;0.6212;-0.0;0.0317;-0.0;0.0975
01.03.2021 01:45;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 01:45;28;BESS;0.10949717192450749;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 01:45;13;inflexible;None;None;0.0;-0.0;0.7655;-0.0;0.039;-0.0;0.1202
01.03.2021 02:00;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 02:00;28;BESS;0.10949568819571764;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 02:00;13;inflexible;None;None;0.0;-0.0;0.7108;-0.0;0.0363;-0.0;0.1116
01.03.2021 02:15;21;inflexible;None;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 02:15;28;BESS;0.1094942044870329;None;0.0;0.0;0.0;0.0;0.0;0.0;0.0
01.03.2021 02:15;13;inflexible;None;None;0.0;-0.0;0.7421;-0.0;0.0378;-0.0;0.1165
