Date;Energy Exchange External Grid [kWh];Total Demand [kWh];RES Generation [kWh];Self Consumption total [kWh];Self Consumption RES [kWh];Energy Exchange LEC [kWh];Energy Consumption inflexible Loads [kWh];Energy Consumption Heatpumps [kWh];Energy Consumption EVs [kWh];Energy Brought Storages [kWh];Energy Sold Storages [kWh];Price Spotmarket [Euro/kWh];Profit external grid [Euro];Revenue RES LEC [Euro];Revenue RES External [Euro];Payment to LEC by inflexible Loads [Euro];Payment to Retailer by inflexible Loads [Euro];Payment to LEC by Heatpumps [Euro];Payment to Retailer by Heatpumps [Euro];Payment to LEC by EVs [Euro];Payment to Retailer by EVs [Euro];Payment to Retailer by Storages [Euro];Payment from Retailer to Storages [Euro];Payment to LEC by Storages [Euro];Payment from LEC to Storages [Euro];Total Fees and Levies External [Euro];Total Fees and Levies LEC [Euro];Fees and Levies External inflexible Loads [Euro];Fees and Levies LEC inflexible Loads [Euro];Fees and Levies External Heatpump [Euro];Fees and Levies LEC Heatpump [Euro];Fees and Levies External EV [Euro];Fees and Levies LEC EV [Euro];Fees and Levies External Storage internal [Euro];Fees and Levies LEC Storage internal [Euro];Max. Line Loading [%];Max. Voltage Deviation [p.u.];Transformer Usage [kVA]
01.04.2021 00:00;27.2709;27.514899999999997;0.0;0.244;0.0;0.0;4.901199999999999;2.2264;1.0715;19.3158;0.244;0.05438;0.27270900000000003;0.0;0.0;0.0;0.2998;0.0;0.1434;0.0;0.069;1.2436;0.0;0.0;0.0;4.281300000000001;0.0;0.7310000000000002;0.0;0.34950000000000003;0.0;0.16820000000000002;0.0;3.0326;0.0;50.039326970096674;3.971810967972389;113.38884251145967
01.04.2021 00:15;0.0;7.504899999999999;0.0;0.7655;0.0;6.7395;4.660900000000001;1.6984;1.1456;0.0;7.505;0.05438;0.0;0.0;0.0;0.239;0.0;0.1041;0.0;0.0703;0.0;0.0;0.0;0.0;0.4137;0.0;0.5289999999999999;0.0;0.3057;0.0;0.13340000000000002;0.0;0.08990000000000001;0.0;0.0;14.320523331126106;2.499999999999991;2.8987777643239907
01.04.2021 00:30;0.0;8.520999999999999;0.0;0.793;0.0;7.728;4.78;2.5641;1.1768999999999998;0.0;8.521;0.05438;0.0;0.0;0.0;0.24480000000000002;0.0;0.1576;0.0;0.0722;0.0;0.0;0.0;0.0;0.4743;0.0;0.6068;0.0;0.31310000000000004;0.0;0.2013;0.0;0.09240000000000001;0.0;0.0;16.41024779528891;2.499999999999991;3.000040510129237
01.04.2021 00:45;6.2836;7.6889;0.0;0.7696;0.0;0.6357;4.7657;1.7749;1.1482999999999999;0.0;1.4053;0.05438;0.062836;0.0;0.0;0.023700000000000002;0.23359999999999997;0.010499999999999999;0.10400000000000001;0.0068000000000000005;0.06709999999999999;0.0;0.0;0.0;0.0409;0.9867;0.05009999999999999;0.5698;0.0288;0.2531;0.013000000000000001;0.1638;0.0083;0.0;0.0;4.411280418183371;2.499999999999991;25.837822647984964
01.04.2021 01:00;26.8134;26.813000000000002;0.0;0.0;0.0;0.0;4.7612;1.5257999999999998;1.2102;19.3158;0.0;0.04782;0.26813400000000004;0.0;0.0;0.0;0.2753;0.0;0.0882;0.0;0.07;1.1168;0.0;0.0;0.0;4.2097999999999995;0.0;0.7475999999999999;0.0;0.23959999999999998;0.0;0.19;0.0;3.0326;0.0;49.57106959695909;3.9304464059062627;111.47158428822159
01.04.2021 01:15;0.0;8.1361;0.0;0.7305;0.0;7.4056;4.3966;2.05;0.8773;0.8122;8.1361;0.04782;0.0;0.0;0.0;0.2008;0.0;0.1122;0.0;0.0481;0.0;0.0;0.0;0.0445;0.406;0.0;0.581;0.0;0.2876;0.0;0.1608;0.0;0.0688;0.0;0.0638;15.730417187495622;2.499999999999991;3.0353747330178975
01.04.2021 01:30;0.0;7.819599999999999;0.0;0.7774;0.0;7.0423;4.6132;1.6681;0.6475;0.8908;7.8197;0.04782;0.0;0.0;0.0;0.21030000000000001;0.0;0.09140000000000001;0.0;0.0355;0.0;0.0;0.0;0.0488;0.3861;0.0;0.5528;0.0;0.3012;0.0;0.13090000000000002;0.0;0.0508;0.0;0.0699;14.964348094185521;2.499999999999991;3.365905100203948
01.04.2021 01:45;4.8961;6.3715;0.0;0.8164;0.0;0.6591;4.5653999999999995;1.2214;0.5847;0.0;1.4756;0.04782;0.048961;0.0;0.0;0.0255;0.19090000000000001;0.008299999999999998;0.0623;0.004;0.0298;0.0;0.0;0.0;0.0381;0.7686999999999999;0.0519;0.5188;0.035;0.16899999999999998;0.0115;0.0809;0.0054;0.0;0.0;3.0212870352303147;2.499999999999991;20.35877382516972
01.04.2021 02:00;26.7929;26.7928;0.0;0.0;0.0;0.0;4.6559;2.2233;0.5978;19.3158;0.0;0.0451;0.267929;0.0;0.0;0.0;0.2565;0.0;0.12259999999999999;0.0;0.0329;1.0643;0.0;0.0;0.0;4.2063999999999995;0.0;0.7309000000000001;0.0;0.349;0.0;0.0939;0.0;3.0326;0.0;49.95288029726246;3.977295530064684;111.48250500723779
01.04.2021 02:15;0.0;7.175;0.0;0.6718;0.0;6.5031;4.198199999999999;1.6839;0.6475;0.6454;7.1749;0.0451;0.0;0.0;0.0;0.1837;0.0;0.0877;0.0;0.0337;0.0;0.0;0.0;0.0336;0.3388;0.0;0.5105000000000001;0.0;0.27659999999999996;0.0;0.1324;0.0;0.0508;0.0;0.0507;13.8248171873418;2.499999999999991;3.0296281156557354
01.04.2021 02:30;0.0;7.9007000000000005;0.0;0.789;0.0;7.1117;4.5332;1.5944;0.3331;1.44;7.9006;0.0451;0.0;0.0;0.0;0.1949;0.0;0.0833;0.0;0.0174;0.0;0.0;0.0;0.075;0.3705;0.0;0.5585;0.0;0.2939;0.0;0.1254;0.0;0.0262;0.0;0.113;15.113537594162027;2.499999999999991;3.557030609275381
01.04.2021 02:45;3.4411;5.7968;0.0;0.7499;0.0;1.6059;4.4448;1.3427;0.0093;0.0;2.3558;0.0451;0.034411;0.0;0.0;0.0648;0.1388;0.0233;0.0504;0.0002;0.0003;0.0;0.0;0.0;0.0885;0.5401;0.1259;0.3954;0.0921;0.1437;0.033600000000000005;0.001;0.0002;0.0;0.0;3.4540060952009504;2.499999999999991;14.71463778079978
01.04.2021 03:00;26.3291;26.3293;0.0;0.0;0.0;0.0;4.2513000000000005;2.7613;0.0009;19.3158;0.0;0.04417;0.263291;0.0;0.0;0.0;0.23039999999999997;0.0;0.14950000000000002;0.0;0.0001;1.0463;0.0;0.0;0.0;4.1337;0.0;0.6673999999999999;0.0;0.4336;0.0;0.0001;0.0;3.0326;0.0;50.50879668501946;3.94612943533027;109.57447893552447
01.04.2021 03:15;0.0;7.7003;0.0;0.8243;0.0;6.876;4.6472;1.5498;0.0001;1.5032;7.7002;0.04417;0.0;0.0;0.0;0.19560000000000005;0.0;0.07919999999999999;0.0;0.0;0.0;0.0;0.0;0.0769;0.3518;0.0;0.5398;0.0;0.30010000000000003;0.0;0.1217;0.0;0.0;0.0;0.118;14.618558603755327;2.499999999999991;3.9214419358007446
01.04.2021 03:30;0.0;7.628300000000001;0.0;0.8202;0.0;6.8082;4.553800000000001;1.4285;0.0;1.646;7.6284;0.04417;0.0;0.0;0.0;0.19110000000000002;0.0;0.07310000000000001;0.0;0.0;0.0;0.0;0.0;0.0842;0.3484;0.0;0.5346;0.0;0.2931;0.0;0.1123;0.0;0.0;0.0;0.1292;14.47566569510986;2.499999999999991;3.837360068909999
01.04.2021 03:45;3.4938;5.596500000000001;0.0;0.6952;0.0;1.4076;4.1276;1.4689;0.0;0.0;2.1028;0.04417;0.034938;0.0;0.0;0.053500000000000006;0.1323;0.022899999999999997;0.056799999999999996;0.0;0.0;0.0;0.0;0.0;0.0762;0.5486;0.11049999999999999;0.3841;0.0774;0.1645;0.0331;0.0;0.0;0.0;0.0;3.029497265257192;2.499999999999991;14.858465091104605
01.04.2021 04:00;24.8512;24.851300000000002;0.0;0.0;0.0;0.0;4.1317;1.4038;0.0;19.3158;0.0;0.04429;0.24851199999999998;0.0;0.0;0.0;0.22409999999999997;0.0;0.0761;0.0;0.0;1.0487;0.0;0.0;0.0;3.9017;0.0;0.6486999999999999;0.0;0.2204;0.0;0.0;0.0;3.0326;0.0;48.74850461624404;3.8401420154409838;103.44595464412942
01.04.2021 04:15;0.0;6.2803;0.0;0.7265;0.0;5.5537;4.051;1.5074;0.0;0.7219;6.2802;0.04429;0.0;0.0;0.0;0.17049999999999998;0.0;0.07730000000000001;0.0;0.0;0.0;0.0;0.0;0.037;0.2848;0.0;0.4359;0.0;0.2609;0.0;0.1183;0.0;0.0;0.0;0.0567;11.821931502535563;2.499999999999991;3.3787003265134663
01.04.2021 04:30;0.0;7.976400000000001;0.0;0.5977;0.0;7.3787;3.5462;1.6551;0.0;2.7751;7.9764;0.04429;0.0;0.0;0.0;0.1512;0.0;0.0849;0.0;0.0;0.0;0.0;0.0;0.1423;0.3785;0.0;0.5792;0.0;0.23150000000000004;0.0;0.1299;0.0;0.0;0.0;0.2178;15.679144561224167;2.499999999999991;3.0590509228083027
01.04.2021 04:45;2.089;5.2636;0.0;0.7305;0.0;2.4442;3.8741;1.3895;0.0;0.0;3.1747;0.04429;0.02089;0.0;0.0;0.092;0.0787;0.0408;0.0349;0.0;0.0;0.0;0.0;0.0;0.1327;0.32799999999999996;0.19190000000000002;0.2275;0.1331;0.1005;0.05879999999999999;0.0;0.0;0.0;0.0;5.233550431095122;2.499999999999991;9.398155922245182
